Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Plane colors,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Seat comfort,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
Female,Loyal Customer,32,Personal Travel,Eco,542,3,4,1,4,2,1,1,3,3,3,3,4,1,0,0,satisfied
Male,Loyal Customer,62,Business travel,Eco,849,3,2,1,1,1,1,2,2,4,3,1,3,2,31,46,neutral or dissatisfied
Male,Loyal Customer,65,Business travel,Eco,118,2,4,2,2,2,4,4,5,3,2,4,1,4,3,0,satisfied
Male,Loyal Customer,10,Personal Travel,Eco,325,2,3,4,1,4,5,1,3,1,4,5,2,1,13,5,neutral or dissatisfied
Male,Loyal Customer,41,Personal Travel,Eco Plus,874,2,1,3,1,1,5,5,5,3,5,3,5,5,0,0,neutral or dissatisfied
Female,Loyal Customer,56,Personal Travel,Eco,304,2,3,3,3,3,4,4,2,5,2,1,2,2,3,0,neutral or dissatisfied
Female,Loyal Customer,33,Business travel,Eco,731,2,1,4,2,2,1,2,2,1,4,1,4,1,12,18,neutral or dissatisfied
Male,Loyal Customer,30,Personal Travel,Eco,423,3,4,4,3,3,5,5,2,1,4,4,5,5,34,24,neutral or dissatisfied
Female,Loyal Customer,50,Business travel,Business,1535,2,3,4,3,3,2,4,4,,4,5,4,3,0,0,satisfied
Male,Loyal Customer,39,Business travel,Business,446,3,2,5,5,5,1,2,4,2,3,3,4,2,23,27,neutral or dissatisfied
Male,disloyal Customer,37,Business travel,Eco Plus,109,3,3,3,3,3,5,5,2,,3,4,2,5,103,95,neutral or dissatisfied
Female,Loyal Customer,17,Personal Travel,Eco,1744,3,3,1,3,1,4,4,1,1,5,4,5,4,7,39,neutral or dissatisfied
Male,Loyal Customer,56,Business travel,Unknown,2583,3,3,3,3,2,3,5,3,2,5,2,4,5,0,0,satisfied
Male,Loyal Customer,59,Business travel,Business,3630,3,0,4,0,3,2,1,5,2,2,3,2,4,0,0,satisfied
Female,Loyal Customer,42,Business travel,Eco,605,3,4,4,4,3,1,4,4,4,4,1,4,5,0,0,satisfied
Female,Loyal Customer,41,Personal Travel,Unknown,229,2,3,5,3,4,5,4,4,4,5,3,5,5,25,20,neutral or dissatisfied
Female,Loyal Customer,51,Business travel,Eco,833,2,1,1,3,2,2,3,1,,1,3,1,4,0,0,neutral or dissatisfied
Female,Loyal Customer,60,Personal Travel,Eco,241,2,1,4,5,5,5,1,4,1,5,5,5,5,0,0,neutral or dissatisfied
Male,disloyal Customer,23,Business travel,Eco,507,3,4,3,4,4,1,4,1,2,5,1,5,1,5,0,satisfied
Male,Loyal Customer,64,Business travel,Business,1069,1,3,4,4,4,3,1,1,5,4,3,5,5,3,0,satisfied
Male,disloyal Customer,18,Business travel,Business,1390,1,4,0,1,2,3,3,3,3,5,3,4,3,6,0,satisfied
Male,Loyal Customer,69,Business travel,Unknown,3206,3,3,3,5,3,1,1,5,,3,1,5,2,1,5,satisfied
Male,Loyal Customer,35,Personal Travel,Unknown,451,2,2,3,1,4,1,1,4,5,1,3,5,1,0,9,neutral or dissatisfied
Male,disloyal Customer,25,Business travel,Eco,1244,2,5,1,1,1,5,3,5,4,5,3,4,3,0,0,neutral or dissatisfied
Male,disloyal Customer,23,Business travel,Eco,726,3,3,1,1,1,2,2,4,,4,5,5,2,0,0,neutral or dissatisfied
Female,Loyal Customer,45,Business travel,Business,1824,3,2,2,3,2,4,5,5,5,5,4,5,3,0,0,satisfied
Female,disloyal Customer,16,Business travel,Eco,438,2,1,0,2,2,1,1,3,,2,4,3,1,4,5,neutral or dissatisfied
Male,Loyal Customer,17,Business travel,Eco,2521,1,4,1,1,3,5,2,4,,3,4,1,2,0,22,neutral or dissatisfied
Female,Loyal Customer,15,Personal Travel,Eco,261,1,3,1,2,1,2,2,4,4,5,2,2,2,0,0,neutral or dissatisfied
Female,Loyal Customer,47,Personal Travel,Eco,639,1,2,1,2,4,5,2,5,5,5,5,5,5,0,0,neutral or dissatisfied
Male,Loyal Customer,35,Personal Travel,Unknown,550,3,3,4,3,4,2,4,5,,3,2,3,2,0,0,neutral or dissatisfied
Male,Loyal Customer,70,Personal Travel,Business,1728,3,2,5,1,1,2,4,2,,2,4,1,4,0,0,neutral or dissatisfied
Male,Loyal Customer,73,Business travel,Business,2805,3,3,4,2,2,1,3,3,2,3,4,3,1,0,5,neutral or dissatisfied
Female,Loyal Customer,46,Personal Travel,Eco,1262,3,4,5,4,4,5,5,2,4,2,3,2,3,0,15,neutral or dissatisfied
Female,Loyal Customer,78,Business travel,Eco,679,2,4,3,3,2,4,4,1,3,4,5,2,4,0,0,satisfied
Male,Loyal Customer,18,Personal Travel,Unknown,591,3,3,4,5,3,4,1,1,5,2,3,5,4,20,8,neutral or dissatisfied
Male,Loyal Customer,49,Personal Travel,Unknown,345,1,2,5,2,3,1,1,1,1,4,4,4,1,0,4,neutral or dissatisfied
Female,Loyal Customer,48,Business travel,Unknown,3227,3,3,4,3,3,4,5,4,5,4,1,4,4,113,123,satisfied
Male,Loyal Customer,14,Personal Travel,Eco,937,1,1,3,1,4,4,2,3,2,4,2,2,4,9,20,neutral or dissatisfied
Female,Loyal Customer,78,Business travel,Business,590,1,3,3,2,3,3,2,5,,5,1,5,4,0,10,satisfied
Male,Loyal Customer,43,Business travel,Business,1899,2,3,5,5,5,2,3,3,,3,1,3,2,0,0,neutral or dissatisfied
Female,Loyal Customer,10,Personal Travel,Eco,680,1,4,5,3,5,4,1,3,5,5,3,4,4,0,0,satisfied
Female,Loyal Customer,37,Business travel,Business,2428,3,1,1,1,5,2,4,5,5,1,1,5,4,0,0,satisfied
Female,Loyal Customer,62,Business travel,Unknown,396,2,1,3,3,3,2,3,2,,1,3,1,1,81,89,neutral or dissatisfied
Female,Loyal Customer,56,Business travel,Business,2689,1,4,2,2,2,2,2,4,,4,3,4,1,0,0,neutral or dissatisfied
Male,Loyal Customer,37,Personal Travel,Eco,1452,2,3,2,3,3,5,5,2,2,2,2,2,5,0,0,neutral or dissatisfied
Female,Loyal Customer,48,Business travel,Business,2505,1,3,2,2,1,1,3,3,,3,4,3,2,86,79,neutral or dissatisfied
Male,Loyal Customer,15,Personal Travel,Eco,369,2,3,3,3,2,1,1,5,3,3,3,2,4,0,0,neutral or dissatisfied
Male,disloyal Customer,23,Business travel,Eco,1488,2,2,2,2,4,5,5,1,1,5,5,2,5,6,0,neutral or dissatisfied
Male,Loyal Customer,68,Personal Travel,Eco Plus,588,1,4,4,5,2,2,2,2,,5,4,4,2,0,0,neutral or dissatisfied
Female,Loyal Customer,15,Personal Travel,Eco,641,1,1,5,2,2,4,4,3,2,3,5,4,4,0,0,neutral or dissatisfied
Male,Loyal Customer,74,Business travel,Eco Plus,2402,1,1,5,1,1,1,1,1,2,4,1,3,1,0,15,neutral or dissatisfied
Female,Loyal Customer,49,Business travel,Business,2816,3,5,1,1,1,3,1,5,5,5,4,5,4,7,0,satisfied
Male,disloyal Customer,25,Business travel,Business,404,1,2,3,2,2,1,1,5,2,5,2,4,1,0,0,neutral or dissatisfied
Female,Loyal Customer,38,Personal Travel,Eco,1947,2,3,5,2,2,3,4,1,2,3,4,5,4,0,0,neutral or dissatisfied
Female,Loyal Customer,44,Personal Travel,Eco,950,3,4,4,4,3,1,5,2,,4,4,4,3,0,93,neutral or dissatisfied
Female,disloyal Customer,34,Business travel,Business,481,1,1,1,1,1,2,2,3,,5,5,5,2,0,0,neutral or dissatisfied
Female,disloyal Customer,39,Business travel,Eco,374,2,4,5,4,1,1,2,1,4,1,1,1,3,0,0,neutral or dissatisfied
Female,Loyal Customer,54,Business travel,Unknown,1204,3,1,1,1,1,3,5,2,5,5,2,3,3,0,0,satisfied
Male,disloyal Customer,23,Business travel,Eco,408,2,5,0,5,5,5,5,3,2,5,4,5,5,0,0,satisfied
Female,disloyal Customer,57,Business travel,Eco,473,1,4,3,2,3,5,5,4,,1,5,5,5,0,0,neutral or dissatisfied
Female,Loyal Customer,79,Business travel,Eco Plus,809,3,4,2,2,2,4,4,4,3,2,4,4,4,118,100,satisfied
Female,Loyal Customer,27,Business travel,Eco,951,3,4,3,4,4,3,3,4,2,5,2,3,3,0,0,satisfied
Female,Loyal Customer,56,Business travel,Business,2259,3,3,5,1,3,2,4,1,,4,5,3,4,0,0,satisfied
Female,Loyal Customer,42,Business travel,Business,1820,2,3,3,3,3,5,1,4,4,5,5,2,5,173,166,satisfied
Male,Loyal Customer,38,Personal Travel,Eco,1072,1,2,5,2,3,4,5,3,2,1,4,3,3,0,0,neutral or dissatisfied
Female,Loyal Customer,57,Business travel,Business,1590,1,5,3,3,3,4,4,4,4,5,1,5,4,146,164,satisfied
Female,disloyal Customer,24,Business travel,Business,631,1,1,1,1,4,4,4,2,3,2,5,4,1,0,4,neutral or dissatisfied
Male,Loyal Customer,29,Personal Travel,Eco,646,1,1,1,1,2,5,5,2,1,2,3,1,5,0,0,neutral or dissatisfied
Male,Loyal Customer,34,Business travel,Business,429,2,2,2,2,2,5,4,2,3,2,2,1,2,91,78,neutral or dissatisfied
Female,Loyal Customer,69,Business travel,Unknown,1197,1,1,2,5,2,3,4,4,,2,1,2,3,0,0,neutral or dissatisfied
Male,Loyal Customer,15,Business travel,Business,3084,3,3,3,1,1,3,2,4,3,1,5,4,5,0,0,satisfied
Male,Loyal Customer,20,Business travel,Business,404,3,3,1,3,3,1,1,1,,1,2,3,1,60,46,neutral or dissatisfied
Female,disloyal Customer,23,Business travel,Eco,495,2,4,0,4,2,5,1,5,1,4,2,4,5,3,5,satisfied
Male,Loyal Customer,58,Personal Travel,Eco,617,2,3,0,3,3,2,1,3,3,5,1,4,2,0,0,neutral or dissatisfied
Female,Loyal Customer,55,Business travel,Business,602,1,4,3,4,2,2,4,4,4,4,4,4,5,0,0,satisfied
Female,Loyal Customer,8,Personal Travel,Eco,1105,3,3,0,5,5,5,1,2,4,5,4,5,5,0,0,neutral or dissatisfied
Male,Loyal Customer,44,Business travel,Business,337,3,4,3,4,4,4,5,5,4,5,5,5,4,0,0,satisfied
Male,Loyal Customer,33,Personal Travel,Eco,602,3,4,2,2,3,4,3,3,,4,2,4,4,2,0,neutral or dissatisfied
Female,Loyal Customer,52,Business travel,Unknown,861,1,2,1,1,2,1,4,2,,2,5,2,2,0,,neutral or dissatisfied
Male,Loyal Customer,32,Business travel,Business,1757,2,1,5,2,5,1,1,2,,3,1,4,1,0,4,neutral or dissatisfied
Male,Loyal Customer,29,Business travel,Business,2844,2,4,4,4,4,4,3,2,,2,5,2,5,21,28,satisfied
Male,Loyal Customer,28,Personal Travel,Eco,405,1,0,4,0,4,4,4,4,3,1,4,3,4,14,14,satisfied
Male,Loyal Customer,15,Personal Travel,Eco,985,2,4,4,4,2,2,2,5,3,5,3,4,5,0,0,neutral or dissatisfied
Female,disloyal Customer,29,Business travel,Eco,696,2,4,5,5,3,4,1,4,3,5,3,2,1,0,0,neutral or dissatisfied
Female,Loyal Customer,60,Business travel,Business,2418,1,4,5,4,4,5,3,4,4,4,3,4,4,0,0,satisfied
Male,Loyal Customer,69,Personal Travel,Eco,321,1,2,5,2,3,2,2,1,5,1,2,1,2,41,31,neutral or dissatisfied
Male,Loyal Customer,70,Business travel,Unknown,102,2,5,1,4,1,5,4,4,2,1,4,4,5,0,0,satisfied
Male,Loyal Customer,49,Business travel,Business,3637,1,4,1,4,4,3,5,5,1,2,5,5,3,10,8,satisfied
Female,Loyal Customer,52,Business travel,Business,2769,3,1,3,3,3,1,3,1,1,1,2,1,2,17,13,neutral or dissatisfied
Female,Loyal Customer,29,Business travel,Unknown,1068,1,4,2,2,2,4,5,4,3,3,3,2,4,0,0,satisfied
Female,Loyal Customer,41,Business travel,Business,2433,1,2,3,2,2,2,4,3,4,3,3,3,3,0,0,satisfied
Male,Loyal Customer,16,Personal Travel,Eco,1431,2,0,5,0,1,1,1,5,3,4,4,4,1,0,0,satisfied
Female,disloyal Customer,27,Business travel,Eco,927,1,2,2,3,3,4,4,4,4,4,1,4,4,89,103,neutral or dissatisfied
Female,Loyal Customer,28,Business travel,Business,432,1,1,1,1,1,1,5,1,,5,4,2,1,0,0,satisfied
Female,Loyal Customer,12,Business travel,Business,393,2,3,1,1,1,1,3,2,3,2,2,1,3,0,0,satisfied
Female,Loyal Customer,34,Business travel,Business,3821,1,1,1,1,1,3,5,4,4,4,3,4,3,0,0,satisfied
Female,Loyal Customer,79,Personal Travel,Eco,1142,1,3,3,3,1,4,5,1,,1,3,2,2,0,10,neutral or dissatisfied
Male,Loyal Customer,30,Business travel,Eco,1618,3,3,3,5,3,5,5,3,4,4,5,5,5,34,38,satisfied
Female,Loyal Customer,33,Personal Travel,Business,102,2,3,3,3,2,3,5,2,3,2,4,2,4,13,25,neutral or dissatisfied
Female,disloyal Customer,28,Business travel,Unknown,174,3,1,0,3,3,1,1,1,1,2,5,4,1,7,7,neutral or dissatisfied
Female,disloyal Customer,43,Business travel,Unknown,922,2,3,3,3,4,3,1,4,1,4,5,2,3,0,0,neutral or dissatisfied
Female,Loyal Customer,15,Personal Travel,Eco,391,3,3,4,3,5,1,4,4,4,3,2,4,5,21,15,neutral or dissatisfied
Female,disloyal Customer,41,Business travel,Eco,1205,1,1,1,1,3,1,5,2,3,3,3,4,1,0,1,neutral or dissatisfied
Male,Loyal Customer,80,Personal Travel,Eco,503,2,3,5,3,4,1,2,3,,4,4,5,2,0,0,neutral or dissatisfied
Male,Loyal Customer,51,Business travel,Business,1589,1,1,1,1,1,3,1,3,,4,5,2,3,51,72,satisfied
Female,Loyal Customer,54,Personal Travel,Eco,2342,3,2,4,2,3,5,3,2,,2,1,3,4,0,0,neutral or dissatisfied
Male,Loyal Customer,18,Business travel,Eco Plus,373,2,2,3,3,3,1,3,2,2,4,2,4,2,0,7,neutral or dissatisfied
Female,Loyal Customer,18,Business travel,Business,1126,3,2,2,2,5,4,2,5,1,5,5,4,4,0,0,satisfied
Female,Loyal Customer,40,Business travel,Business,3106,3,2,2,2,2,3,3,2,4,2,4,2,3,106,125,neutral or dissatisfied
Male,Loyal Customer,22,Business travel,Business,2465,2,4,4,4,5,4,4,1,4,3,2,2,4,0,0,satisfied
Male,Loyal Customer,39,Business travel,Business,696,1,2,2,3,2,2,1,4,4,4,5,4,4,9,13,satisfied
Female,Loyal Customer,31,Business travel,Business,416,3,1,2,2,2,4,1,2,,1,4,4,1,0,4,neutral or dissatisfied
Female,Loyal Customer,20,Business travel,Unknown,666,3,4,1,1,1,4,3,4,,1,5,4,4,0,0,satisfied
Female,Loyal Customer,58,Business travel,Business,3747,1,1,3,1,1,4,4,4,4,4,1,4,4,6,0,satisfied
Male,Loyal Customer,58,Business travel,Business,164,2,4,1,4,4,3,1,4,5,1,4,4,3,0,0,satisfied
Female,Loyal Customer,68,Personal Travel,Eco,641,2,4,5,4,3,4,4,4,3,4,4,4,4,0,,neutral or dissatisfied
Female,Loyal Customer,43,Business travel,Business,3383,2,1,1,1,1,5,4,4,4,2,3,4,4,0,0,satisfied
Female,Loyal Customer,57,Personal Travel,Eco,599,2,2,5,3,4,1,2,1,,2,4,2,2,0,0,neutral or dissatisfied
Female,Loyal Customer,56,Personal Travel,Unknown,337,1,2,5,2,4,2,4,4,4,4,1,5,4,236,255,neutral or dissatisfied
Female,Loyal Customer,51,Business travel,Business,2998,2,5,4,5,4,5,5,4,,5,4,4,4,21,15,satisfied
Male,Loyal Customer,22,Business travel,Eco,2027,3,2,2,5,2,4,4,5,3,3,4,4,4,7,2,satisfied
Female,disloyal Customer,25,Business travel,Unknown,270,1,3,4,2,1,2,2,2,5,3,2,3,2,0,0,neutral or dissatisfied
Male,Loyal Customer,7,Personal Travel,Eco,957,3,2,5,2,1,3,5,3,2,5,3,5,3,2,5,neutral or dissatisfied
Female,Loyal Customer,42,Business travel,Unknown,616,2,4,5,4,4,2,4,3,3,4,3,5,4,19,30,satisfied
Female,disloyal Customer,23,Business travel,Eco,588,3,4,0,1,1,3,3,4,2,5,1,4,3,0,0,neutral or dissatisfied
Female,Loyal Customer,57,Personal Travel,Unknown,1208,3,2,2,2,3,4,4,3,,1,3,2,4,0,0,neutral or dissatisfied
Female,disloyal Customer,43,Business travel,Eco Plus,383,2,3,0,2,3,3,2,1,,4,2,5,3,0,0,neutral or dissatisfied
Female,Loyal Customer,58,Personal Travel,Eco Plus,551,2,3,4,3,3,4,4,4,,4,4,4,3,0,0,neutral or dissatisfied
Female,disloyal Customer,33,Business travel,Unknown,370,3,3,2,3,3,4,1,3,3,2,2,4,4,0,8,neutral or dissatisfied
Male,disloyal Customer,66,Business travel,Unknown,937,2,3,3,3,2,2,2,5,5,4,2,4,2,0,0,neutral or dissatisfied
Female,disloyal Customer,45,Business travel,Eco,399,3,3,3,3,3,5,5,1,5,1,1,3,5,2,,neutral or dissatisfied
Female,Loyal Customer,29,Business travel,Unknown,1488,1,1,4,4,2,2,2,1,1,1,2,1,1,0,0,neutral or dissatisfied
Male,Loyal Customer,53,Business travel,Business,484,2,5,5,5,5,2,5,5,5,5,5,5,3,14,8,satisfied
Male,Loyal Customer,45,Personal Travel,Eco,368,1,3,2,2,3,4,1,1,4,4,3,3,1,0,0,neutral or dissatisfied
Female,Loyal Customer,38,Business travel,Unknown,1211,2,3,5,5,5,5,5,4,5,2,1,4,1,0,0,satisfied
Female,Loyal Customer,8,Personal Travel,Eco,1011,1,3,5,4,4,2,3,4,,4,5,2,2,3,12,neutral or dissatisfied
Female,Loyal Customer,7,Personal Travel,Eco,391,1,1,5,1,1,3,1,4,3,5,4,5,3,0,0,neutral or dissatisfied
Female,Loyal Customer,59,Business travel,Business,3544,3,2,3,3,3,3,3,2,,2,1,2,4,0,11,neutral or dissatisfied
Female,Loyal Customer,14,Business travel,Business,1558,3,4,3,2,3,4,4,3,4,5,3,4,4,0,0,satisfied
Female,Loyal Customer,64,Business travel,Business,3094,1,1,1,1,1,2,4,4,1,4,5,4,3,0,0,satisfied
Female,Loyal Customer,36,Business travel,Eco,772,1,3,4,5,4,4,4,1,3,3,1,1,4,0,1,neutral or dissatisfied
Female,Loyal Customer,52,Business travel,Business,683,2,1,1,1,1,5,5,1,4,5,3,1,5,242,263,satisfied
Female,Loyal Customer,33,Business travel,Eco,259,1,5,2,2,2,3,3,1,2,5,2,3,3,6,2,neutral or dissatisfied
Female,Loyal Customer,45,Business travel,Business,1918,2,4,4,4,4,5,4,5,,5,3,3,5,5,23,satisfied
Female,Loyal Customer,63,Business travel,Eco Plus,109,1,5,3,1,2,5,1,5,,5,4,5,1,5,,satisfied
Male,Loyal Customer,24,Business travel,Unknown,108,3,5,2,2,2,5,1,3,,4,5,2,5,0,17,satisfied
Male,Loyal Customer,33,Personal Travel,Eco Plus,236,2,4,4,0,3,4,4,3,1,1,4,5,4,0,0,satisfied
Female,disloyal Customer,16,Business travel,Business,577,1,4,1,1,4,2,2,2,3,2,4,3,2,0,0,neutral or dissatisfied
Male,Loyal Customer,55,Personal Travel,Eco,733,2,3,3,3,3,1,1,4,3,4,3,2,1,0,0,neutral or dissatisfied
Male,Loyal Customer,79,Business travel,Business,3082,1,2,2,2,2,4,3,1,3,5,5,5,3,12,6,satisfied
Female,Loyal Customer,10,Personal Travel,Eco Plus,447,3,4,4,4,4,1,1,5,,4,1,5,5,0,0,neutral or dissatisfied
Male,Loyal Customer,36,Business travel,Eco,327,1,1,5,4,5,1,1,1,4,4,1,3,1,37,29,neutral or dissatisfied
Female,Loyal Customer,30,Business travel,Business,1817,3,4,1,2,2,4,4,3,5,2,2,4,4,0,14,neutral or dissatisfied
Male,Loyal Customer,61,Business travel,Business,647,1,5,5,4,5,2,3,1,1,1,1,1,3,0,0,neutral or dissatisfied
Male,Loyal Customer,25,Business travel,Eco,447,3,3,2,3,2,3,3,4,4,3,4,2,3,30,24,neutral or dissatisfied
Male,Loyal Customer,34,Business travel,Eco,1605,2,2,2,2,2,5,4,5,,5,5,2,4,0,0,satisfied
Male,Loyal Customer,41,Business travel,Eco,1626,1,1,1,1,1,4,4,5,1,4,1,5,3,0,0,satisfied
Female,Loyal Customer,71,Personal Travel,Unknown,1023,3,2,3,3,3,5,4,4,3,1,4,4,4,0,0,neutral or dissatisfied
Female,Loyal Customer,38,Business travel,Business,3470,2,1,1,1,1,3,3,5,,5,2,5,2,0,0,satisfied
Male,Loyal Customer,64,Business travel,Eco Plus,125,2,3,2,4,5,3,3,4,2,4,2,3,3,0,0,neutral or dissatisfied
Male,Loyal Customer,18,Business travel,Business,1999,2,1,4,1,1,1,1,3,5,4,1,3,1,0,0,neutral or dissatisfied
Male,Loyal Customer,43,Business travel,Business,214,3,5,5,4,5,2,5,5,,5,4,5,3,33,23,satisfied
Female,Loyal Customer,29,Business travel,Business,163,1,0,5,2,2,4,2,3,,1,3,5,5,0,0,satisfied
Female,Loyal Customer,29,Personal Travel,Eco,328,3,2,5,2,1,2,3,5,5,5,5,4,5,0,,neutral or dissatisfied
Male,Loyal Customer,32,Personal Travel,Eco Plus,484,3,2,0,3,3,5,5,4,,5,5,4,5,0,0,neutral or dissatisfied
Male,Loyal Customer,34,Personal Travel,Eco Plus,1091,2,0,5,3,4,3,1,2,3,3,1,3,1,0,,satisfied
Female,disloyal Customer,24,Business travel,Unknown,1050,2,5,3,3,3,2,2,1,3,5,2,4,2,13,,neutral or dissatisfied
Female,Loyal Customer,38,Personal Travel,Eco,1874,1,2,4,2,5,5,3,4,5,2,2,1,3,0,3,neutral or dissatisfied
Female,Loyal Customer,28,Personal Travel,Eco,404,2,3,3,3,2,1,1,4,,4,5,4,1,0,0,neutral or dissatisfied
Female,Loyal Customer,34,Business travel,Eco Plus,201,3,2,2,4,5,2,4,3,,3,2,2,2,2,0,neutral or dissatisfied
Female,Loyal Customer,66,Business travel,Business,101,1,2,3,3,3,2,5,2,2,2,2,5,1,0,0,neutral or dissatisfied
Male,Loyal Customer,28,Personal Travel,Unknown,1025,3,4,4,4,2,4,5,5,,4,3,4,4,0,0,satisfied
Female,Loyal Customer,11,Business travel,Unknown,690,3,2,3,1,3,2,2,4,3,4,2,3,2,188,209,neutral or dissatisfied
Female,disloyal Customer,54,Business travel,Eco,990,1,3,3,3,4,3,2,2,5,2,2,4,5,6,0,neutral or dissatisfied
Male,Loyal Customer,13,Business travel,Eco Plus,550,3,4,5,4,1,4,3,2,3,4,4,3,4,0,0,neutral or dissatisfied
Male,Loyal Customer,34,Personal Travel,Eco,842,1,1,1,1,2,3,3,3,4,4,5,2,3,0,0,neutral or dissatisfied
Female,Loyal Customer,48,Business travel,Eco,1096,2,3,3,3,3,1,3,5,3,3,2,3,3,38,47,neutral or dissatisfied
Male,Loyal Customer,40,Personal Travel,Business,529,3,3,4,3,1,1,3,4,,3,4,4,1,9,5,neutral or dissatisfied
Female,Loyal Customer,46,Business travel,Business,3828,3,5,5,5,5,1,3,4,,4,5,4,4,8,5,satisfied
Female,disloyal Customer,55,Business travel,Unknown,755,2,4,1,4,4,3,5,5,1,4,4,5,3,2,0,satisfied
Male,Loyal Customer,46,Business travel,Unknown,3969,2,4,4,4,4,4,4,2,,1,4,1,2,0,0,neutral or dissatisfied
Female,Loyal Customer,79,Business travel,Unknown,3182,2,1,1,5,5,2,4,2,,2,2,2,4,30,33,neutral or dissatisfied
Male,Loyal Customer,40,Business travel,Business,3604,3,1,2,1,2,3,5,1,1,1,4,5,1,0,0,neutral or dissatisfied
Male,disloyal Customer,27,Business travel,Eco,533,2,1,3,1,1,1,5,3,5,1,3,1,5,0,0,neutral or dissatisfied
Female,Loyal Customer,23,Personal Travel,Unknown,140,3,5,5,5,3,5,5,1,5,5,3,2,5,3,0,neutral or dissatisfied
Female,Loyal Customer,49,Business travel,Business,3378,2,2,2,3,2,2,2,4,,3,1,4,4,36,42,satisfied
Male,Loyal Customer,10,Personal Travel,Eco,1090,2,1,4,2,1,2,1,4,2,4,5,4,4,63,59,neutral or dissatisfied
Male,Loyal Customer,47,Business travel,Eco,2022,3,5,5,5,5,3,5,4,,4,5,4,3,0,,satisfied
Male,Loyal Customer,14,Personal Travel,Eco,2688,2,1,5,0,3,0,3,2,1,5,3,1,3,0,2,neutral or dissatisfied
Male,Loyal Customer,53,Business travel,Unknown,326,2,2,2,5,2,4,5,5,4,4,2,4,2,0,0,satisfied
Female,disloyal Customer,40,Business travel,Business,261,3,3,2,2,1,2,2,3,3,4,1,4,2,0,,neutral or dissatisfied
Female,Loyal Customer,61,Personal Travel,Eco,867,2,3,2,3,4,1,3,5,3,5,4,5,4,0,0,neutral or dissatisfied
Female,disloyal Customer,38,Business travel,Eco,628,3,1,4,1,4,5,4,4,2,3,5,4,4,39,31,neutral or dissatisfied
Female,Loyal Customer,29,Business travel,Business,1199,2,1,1,1,1,5,5,5,5,5,3,5,5,51,50,satisfied
Female,Loyal Customer,49,Personal Travel,Eco,264,1,1,1,1,2,4,3,1,1,1,2,1,3,0,0,neutral or dissatisfied
Female,Loyal Customer,28,Business travel,Business,1069,1,2,2,2,2,2,2,2,2,4,4,3,2,0,13,neutral or dissatisfied
Male,disloyal Customer,39,Business travel,Unknown,967,1,3,2,2,1,4,2,3,1,3,3,3,5,29,26,neutral or dissatisfied
Male,disloyal Customer,21,Business travel,Unknown,349,1,5,2,2,2,1,1,1,2,4,5,4,3,36,33,satisfied
Male,Loyal Customer,41,Business travel,Eco,1440,1,2,1,2,2,5,4,5,3,5,3,5,3,3,0,satisfied
Male,Loyal Customer,22,Personal Travel,Unknown,646,2,5,1,5,3,1,1,5,,5,3,1,1,0,0,satisfied
Male,Loyal Customer,18,Business travel,Business,150,1,1,1,1,2,2,5,1,5,3,4,5,3,0,0,satisfied
Male,Loyal Customer,57,Business travel,Eco,347,3,5,5,2,2,5,5,2,5,3,1,3,5,0,0,satisfied
Female,Loyal Customer,21,Business travel,Business,413,2,5,3,3,3,4,3,3,,4,2,5,2,0,0,neutral or dissatisfied
Male,Loyal Customer,39,Business travel,Unknown,227,2,3,1,1,1,4,3,2,1,3,3,4,3,0,0,neutral or dissatisfied
Female,Loyal Customer,26,Business travel,Unknown,3717,1,1,4,3,3,1,5,1,4,4,1,4,1,140,108,neutral or dissatisfied
Male,Loyal Customer,42,Business travel,Business,199,2,5,5,4,5,4,3,4,,5,2,4,3,0,0,satisfied
Female,Loyal Customer,42,Business travel,Eco,1372,2,4,3,1,4,5,2,5,5,5,1,5,5,0,26,satisfied
Male,disloyal Customer,61,Business travel,Eco,1500,2,5,5,5,4,4,2,3,,5,4,5,4,0,0,satisfied
Female,Loyal Customer,73,Personal Travel,Business,452,2,1,5,2,3,1,3,3,,5,3,5,3,210,192,neutral or dissatisfied
Female,Loyal Customer,30,Personal Travel,Unknown,1056,2,2,3,2,2,4,4,4,4,5,4,1,4,9,0,neutral or dissatisfied
Male,Loyal Customer,26,Personal Travel,Eco,758,1,3,5,3,1,1,4,4,5,3,1,4,4,0,0,neutral or dissatisfied
Female,Loyal Customer,55,Business travel,Business,689,1,5,5,5,5,2,5,5,2,5,4,5,3,0,3,satisfied
Male,Loyal Customer,42,Business travel,Eco,109,3,4,2,1,2,4,4,5,2,3,5,4,4,0,0,satisfied
Female,Loyal Customer,53,Personal Travel,Eco,421,3,1,3,1,5,2,2,3,1,3,2,3,5,7,3,neutral or dissatisfied
Male,Loyal Customer,49,Personal Travel,Eco,624,2,1,5,1,4,3,3,3,,5,4,5,3,0,23,neutral or dissatisfied
Female,Loyal Customer,50,Business travel,Business,1622,1,4,4,4,4,3,2,5,5,5,5,5,5,6,13,satisfied
Male,disloyal Customer,42,Business travel,Business,972,1,4,4,1,1,5,3,4,4,4,4,5,3,4,0,satisfied
